-73.02521,37.5
-72.57894,37.6
-72.53268,37.7
-72.48642,37.8
-72.44016,37.9
-72.34764,38.1
-72.30138,38.2
-72.25512,38.3
-72.20886,38.4
-72.11634,38.6
-72.07008,38.7
-72.02382,38.8
-71.57756,38.9
-71.5313,39
